    0    3.2761932047e-01
    1    2.2742764759e-01
    2    2.6060038655e-01
    3    8.1944926187e-02
    4    5.7798499709e-02
    5    2.3145030544e-02
    6    1.2811511598e-02
    7    5.1252272695e-03
    8    2.2403356087e-03
    9    9.0872718967e-04
   10    2.9308531395e-04
   11    6.6447292604e-05
   12    1.5676741355e-05
   13    3.1779375775e-06
